"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","Relative Threshold","Heat Metric"
"01","Alabama","01003","Baldwin","1999","14","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2000","39","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2001","2","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2002","8","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2003","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2004","10","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2005","14","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2006","30","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2007","36","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2008","4","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2009","37","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2010","40","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2011","70","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2012","21","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2013","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2014","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2015","36","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2017","4","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2018","10","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2019","36","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2020","29","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01003","Baldwin","2021","10","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1979","1","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1980","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1981","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1982","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1983","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1984","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1985","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1986","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1987","4","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1988","2","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1989","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1990","12","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1991","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1992","3","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1993","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1994","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1995","7","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1996","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1997","2","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1998","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","1999","12","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2000","39","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2001","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2002","9","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2003","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2004","3","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2005","1","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2006","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2007","34","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2008","9","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2009","55","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2010","47","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2011","86","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2012","35","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2013","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2014","48","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2015","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2016","9","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2017","1","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2018","3","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2019","42","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2020","37","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01005","Barbour","2021","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1979","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1980","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1981","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1982","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1983","4","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1984","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1985","2","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1986","14","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1987","9","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1988","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1989","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1990","9","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1991","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1992","1","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1993","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1994","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1995","13","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1996","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1997","3","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1998","9","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","1999","15","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2000","41","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2001","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2002","2","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2003","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2004","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2005","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2006","29","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2007","49","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2008","14","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2009","69","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2010","33","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2011","77","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2012","46","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2013","4","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2014","43","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2015","23","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2016","21","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2017","8","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2018","4","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2019","31","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2020","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01007","Bibb","2021","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1979","1","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1980","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1981","8","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1982","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1983","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1984","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1985","1","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1986","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1987","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1988","14","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1989","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1990","14","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1991","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1992","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1993","9","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1994","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1995","12","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1996","1","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1997","4","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1998","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","1999","14","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2000","48","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2001","1","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2002","4","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2003","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2004","3","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2005","7","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2006","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2007","61","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2008","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2009","61","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2010","30","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2011","69","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2012","50","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2013","3","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2014","38","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2015","23","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2016","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2017","7","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2018","3","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2019","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2020","8","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01009","Blount","2021","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1979","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1980","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1981","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1982","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1983","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1984","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1985","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1986","15","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1987","4","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1988","2","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1989","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1990","12","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1991","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1992","3","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1993","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1994","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1995","9","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1996","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1997","2","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1998","15","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","1999","13","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","2000","41","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","2001","0","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"01","Alabama","01011","Bullock","2002","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
